timestamp;Buffer;FPS;ReportedBitrate;Resolution;CalcBitrate
1699622806181;0;18;639;426x240;95474
1699622807187;0;18;639;426x240;95474
1699622808187;0;18;639;426x240;95474
1699622809181;0;18;639;426x240;95474
1699622810186;0.77;18;639;426x240;96034
1699622811187;0;18;639;426x240;96046
1699622812186;0;18;639;426x240;96046
1699622813187;0;18;639;426x240;96046
1699622814187;0;18;639;426x240;96046
1699622815183;0;18;639;426x240;96046
1699622816188;0;18;639;426x240;96046
1699622817186;0;18;639;426x240;96046
1699622818186;0.653;18;639;426x240;96613
1699622819188;0;18;639;426x240;96613
1699622820186;0;18;639;426x240;96613
1699622821179;0;18;639;426x240;96613
1699622822182;0;18;639;426x240;96613
1699622823186;0.595;18;639;426x240;97075
1699622824179;0;18;639;426x240;97075
1699622825189;2.564;18;639;426x240;97354
1699622826186;1.675;18;639;426x240;97463
1699622827186;0.611;18;639;426x240;97556
1699622828186;0;18;639;426x240;97556
1699622829186;0;18;639;426x240;97556
1699622830190;1.683;18;639;426x240;98027
1699622831186;0.628;18;639;426x240;98107
1699622832179;0;18;639;426x240;98107
1699622833181;2.501;18;639;426x240;98436
1699622834186;5.702;18;639;426x240;98590
1699622835186;12.499;18;639;426x240;98705
1699622836186;11.586;18;639;426x240;98851
1699622837186;10.525;18;639;426x240;98984
1699622838186;9.728;18;639;426x240;99130
1699622839186;8.673;18;639;426x240;99242
1699622840186;7.611;18;639;426x240;99358
1699622841187;6.544;18;639;426x240;99477
1699622842186;5.745;18;639;426x240;99595
1699622843186;4.679;18;639;426x240;99711
1699622844186;3.622;18;639;426x240;99826
1699622845186;6.557;18;639;426x240;99957
1699622846180;5.497;18;639;426x240;100058
1699622847186;12.62;18;639;426x240;100204
1699622848186;11.542;24;1867;854x480;100348
1699622849186;10.557;24;1867;854x480;100494
1699622850186;9.498;24;1867;854x480;100635
1699622851180;8.697;24;1867;854x480;100743
1699622852186;7.644;24;1867;854x480;100864
1699622853186;6.58;24;1867;854x480;100985
1699622854186;5.515;24;1867;854x480;101094
1699622855186;4.717;24;1867;854x480;101213
1699622856186;3.657;24;1867;854x480;101328
1699622857186;2.594;24;1867;854x480;101462
1699622858186;1.529;24;1867;854x480;101573
1699622859182;0.73;24;1867;854x480;101669
